INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,ZIP_CODE,CENSUS_TRACT,BIN,NTA,LOCATION
6809 BAY PARKWAY,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065750007,12/08/2021,Open,Property Research Required,,988784,162129,40.611682,-73.983670,11204, 430  ,3173186,Bensonhurst East,"(40.611682, -73.98367)"
14E MOUNT HOPE PLACE,BRONX,05 BRONX,Precinct 46,14,2028510014,12/28/2021,Open,Graffiti Reported,,1008992,248712,40.849298,-73.910569,10453, 23301,2008220,Mount Hope,"(40.849298, -73.910569)"
139 SAINT NICHOLAS AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032500001,08/23/2021,Open,Graffiti Reported,,1007122,196172,40.705094,-73.917507,11237, 445  ,3073962,Bushwick North,"(40.705094, -73.917507)"
31-52 137 STREET,QUEENS,07 QUEENS,Precinct 109,20,4044090053,07/21/2021,Open,Site downloaded for cleaning,,1031015,219405,40.768769,-73.831170,11354, 88901,4100827,Flushing,"(40.768769, -73.83117)"
872 GREENE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016210010,08/24/2021,Open,Site downloaded for cleaning,,1002869,190850,40.690497,-73.932861,11221, 291  ,3044073,Stuyvesant Heights,"(40.690497, -73.932861)"
8501 20 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063460003,12/16/2021,Open,Site to be cleaned.,,984884,159736,40.605115,-73.997717,11214, 288  ,3165827,Bensonhurst West,"(40.605115, -73.997717)"
1925 PUTNAM AVENUE,QUEENS,05 QUEENS,Precinct 104,30,4034810053,10/06/2021,Open,Site downloaded for cleaning,,1011134,195736,40.703886,-73.903038,11385, 589  ,4083319,Ridgewood,"(40.703886, -73.903038)"
231 FRONT STREET,BROOKLYN,02 BROOKLYN,Precinct 84,33,3000420011,08/20/2021,Open,Site downloaded for cleaning,,988693,195157,40.702337,-73.983976,11201,  21  ,3329427,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.702337, -73.983976)"
56 BLEEKER STREET,MANHATTAN,02 MANHATTAN,Precinct 9,01,1005220031,09/13/2021,Open,Site downloaded for cleaning,,985661,203797,40.726053,-73.994909,10012,  5502,1008217,West Village,"(40.726053, -73.994909)"
580 BAY STREET,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5005210019,12/02/2021,Open,Site downloaded for cleaning,,963109,167909,40.627523,-74.076161,10304,  21  ,5013663,Stapleton-Rosebank,"(40.627523, -74.076161)"
351 ROGERS AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,35,3013050001,10/20/2021,Open,Site downloaded for cleaning,,997080,181466,40.664750,-73.953754,11225, 321  ,3034429,Crown Heights South,"(40.66475, -73.953754)"
3173 CONEY ISLAND AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,48,3087070370,06/02/2021,Closed,Cleaning crew dispatched.  Property cleaned.,12/13/2021,995453,150079,40.578601,-73.959670,11235, 61003,3341376,Brighton Beach,"(40.578601, -73.95967)"
945 MCDONALD AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,44,3054080048,11/08/2021,Open,Site downloaded for cleaning,,990568,169234,40.631183,-73.977238,11218, 478  ,3339668,Borough Park,"(40.631183, -73.977238)"
211 WEST  102 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,07,1018740022,10/05/2021,Open,Site downloaded for cleaning,,993030,230075,40.798153,-73.968234,10025, 191  ,1056539,Upper West Side,"(40.798153, -73.968234)"
341 EAST   10 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004040035,10/01/2021,Open,Graffiti Reported,,989690,204169,40.727072,-73.980373,10009,  34  ,1005143,East Village,"(40.727072, -73.980373)"
83 SARATOGA AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3015020011,07/30/2021,Open,Graffiti Reported,,1007164,188460,40.683927,-73.917382,11233, 373  ,3040395,Ocean Hill,"(40.683927, -73.917382)"
5002 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007900037,08/05/2021,Open,Site downloaded for cleaning,,980731,174771,40.646382,-74.012681,11220,  78  ,3013204,Sunset Park West,"(40.646382, -74.012681)"
105-44 OTIS AVENUE,QUEENS,04 QUEENS,Precinct 110,21,4019590009,09/21/2021,Open,Graffiti Reported,,1024500,208692,40.739397,-73.854754,11368, 43702,4048227,Corona,"(40.739397, -73.854754)"
574 51 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008000037,11/22/2021,Open,Graffiti Reported,,981638,173771,40.643638,-74.009412,11220,  98  ,3013621,Sunset Park East,"(40.643638, -74.009412)"
150 THOMPSON STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1005160026,10/04/2021,Open,Site downloaded for cleaning,,983988,204102,40.726846,-74.000981,10012,  49  ,1008028,SoHo-TriBeCa-Civic Center-Little Italy,"(40.726846, -74.000981)"
1095 DEKALB AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3015990045,12/16/2021,Open,Graffiti Reported,,1003419,192032,40.693644,-73.931711,11221, 289  ,3043179,Stuyvesant Heights,"(40.693644, -73.931711)"
1425 WATSON AVENUE,BRONX,09 BRONX,Precinct 43,17,2037350001,11/29/2021,Open,Site downloaded for cleaning,,1016638,240031,40.825446,-73.882974,10472,  52  ,2023708,Soundview-Bruckner,"(40.825446, -73.882974)"
69-02 WOODSIDE AVENUE,QUEENS,02 QUEENS,Precinct 108,26,4013490001,07/01/2021,Open,Site downloaded for cleaning,,1013208,209864,40.742658,-73.895497,11377, 483  ,4031841,Elmhurst-Maspeth,"(40.742658, -73.895497)"
4024/ 5 AV,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,08/19/2021,Open,Property Research Required,,,,,,,,,,
2070 BERGEN AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,46,3084160163,12/23/2021,Open,Graffiti Reported,,1010747,166208,40.622840,-73.904550,11234, 69602,3237577,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.62284, -73.90455)"
1042 39 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,39,3055840017,07/30/2021,Open,Site downloaded for cleaning,,986519,173887,40.643956,-73.991824,11219, 110  ,3135224,Sunset Park East,"(40.643956, -73.991824)"
492 EMPIRE BOULEVARD,BROOKLYN,09 BROOKLYN,Precinct 71,40,3013170041,09/24/2021,Open,Graffiti Reported,,999187,181260,40.664181,-73.946159,11225, 329  ,3034859,Prospect Lefferts Gardens-Wingate,"(40.664181, -73.946159)"
2280 WEBSTER AVENUE,BRONX,06 BRONX,Precinct 48,15,2030300156,12/20/2021,Open,Graffiti Reported,,1013169,251306,40.856119,-73.895652,10457, 38302,2011172,Fordham South,"(40.856119, -73.895652)"
58-15 NORTHERN BOULEVARD,QUEENS,01 QUEENS,Precinct 114,26,4011600042,09/20/2021,Open,Site downloaded for cleaning,,1011285,213913,40.753777,-73.902421,11377, 297  ,4026112,Woodside,"(40.753777, -73.902421)"
377 WEST  125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,09,1019520102,12/28/2021,Open,Graffiti Reported,,997168,234783,40.811092,-73.953334,10027, 20901,1059320,Morningside Heights,"(40.811092, -73.953334)"
30-11 29 STREET,QUEENS,01 QUEENS,Precinct 114,22,4005920023,11/12/2021,Open,Site downloaded for cleaning,,1005526,218860,40.767371,-73.923191,11102,  73  ,4007620,Old Astoria,"(40.767371, -73.923191)"
4256 BRONX BOULEVARD,BRONX,12 BRONX,Precinct 47,11,2049930046,11/02/2021,Open,Graffiti Reported,,1022900,265815,40.896190,-73.860199,10466, 418  ,2068024,Woodlawn-Wakefield,"(40.89619, -73.860199)"
326 TROY AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,35,3014000046,09/23/2021,Open,Site downloaded for cleaning,,1001782,182532,40.667668,-73.936802,11213, 335  ,3037673,Crown Heights South,"(40.667668, -73.936802)"
130-50 91 AVENUE,QUEENS,09 QUEENS,Precinct 102,29,4093590027,11/17/2021,Open,Site downloaded for cleaning,,1034151,193753,40.698344,-73.820039,11418, 14202,4196835,Richmond Hill,"(40.698344, -73.820039)"
311 WILSON AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033070001,09/25/2021,Open,Graffiti Reported,,1006784,193128,40.696740,-73.918736,11237, 433  ,3075664,Bushwick North,"(40.69674, -73.918736)"
842 41 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3009230024,09/21/2021,Open,Site downloaded for cleaning,,984949,174469,40.645554,-73.997481,11232,  92  ,3018229,Sunset Park East,"(40.645554, -73.997481)"
55-01 103 STREET,QUEENS,04 QUEENS,Precinct 110,21,4019440033,06/25/2021,Open,Graffiti Reported,,1023879,209188,40.740761,-73.856992,11368, 439  ,4047865,Corona,"(40.740761, -73.856992)"
31-05 44 STREET,QUEENS,01 QUEENS,Precinct 114,26,4007100011,10/30/2021,Open,Graffiti Reported,,1008080,216068,40.759701,-73.913981,11103, 153  ,4012519,Astoria,"(40.759701, -73.913981)"
2255 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039640056,07/20/2021,Open,Site downloaded for cleaning,,1025797,243304,40.834391,-73.849860,10462, 20601,2041429,Westchester-Unionport,"(40.834391, -73.84986)"
81 ALLEN STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004130018,12/01/2021,Open,Site downloaded for cleaning,,986734,200840,40.717936,-73.991039,10002,  18  ,1005438,Chinatown,"(40.717936, -73.991039)"
750 NOSTRAND AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36,,10/07/2021,Open,Property Research Required,,998059,184464,40.672977,-73.950219,11216, 31701,,Crown Heights North,"(40.672977, -73.950219)"
110-06 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,28,4093000083,12/02/2021,Open,Graffiti Reported,,1029235,193052,40.696446,-73.837772,11418, 12601,4194815,Richmond Hill,"(40.696446, -73.837772)"
2803 WEST   20 STREET,BROOKLYN,13 BROOKLYN,Precinct 60,47,3070190001,11/29/2021,Open,Graffiti Reported,,987790,149975,40.578322,-73.987256,11224, 326  ,3256851,Seagate-Coney Island,"(40.578322, -73.987256)"
41-08 JUDGE STREET,QUEENS,04 QUEENS,Precinct 110,25,4015070009,09/23/2021,Open,Site downloaded for cleaning,,1016534,210951,40.745630,-73.883490,11373, 26902,4037231,Elmhurst,"(40.74563, -73.88349)"
5708 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008450039,08/15/2021,Open,Site downloaded for cleaning,,979045,173766,40.643623,-74.018756,11220,  22  ,3015593,Sunset Park West,"(40.643623, -74.018756)"
48-75 36 STREET,QUEENS,02 QUEENS,Precinct 108,26,4002360012,12/28/2021,Open,Graffiti Reported,,1003636,208369,40.738580,-73.930045,11101, 189  ,4003373,Hunters Point-Sunnyside-West Maspeth,"(40.73858, -73.930045)"
47 CATHERINE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1002760054,12/02/2021,Open,Site downloaded for cleaning,,985129,198536,40.711818,-73.996876,10038,   8  ,1003324,Chinatown,"(40.711818, -73.996876)"
132 MELROSE STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031620021,06/11/2021,Open,Site downloaded for cleaning,,1002860,194159,40.699579,-73.932884,11206, 391  ,3400525,Bushwick South,"(40.699579, -73.932884)"
2808 AVENUE D,BROOKLYN,17 BROOKLYN,Precinct 67,45,3052150001,08/11/2021,Open,Site downloaded for cleaning,,998064,172752,40.640830,-73.950225,11226, 828  ,3120477,Erasmus,"(40.64083, -73.950225)"
26 MARKET STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1002750020,08/27/2021,Open,Site downloaded for cleaning,,985795,198988,40.712853,-73.994427,10002,   8  ,1003280,Chinatown,"(40.712853, -73.994427)"
50-19 97 STREET,QUEENS,04 QUEENS,Precinct 110,21,4018890021,09/09/2021,Open,Graffiti Reported,,1021436,209453,40.741499,-73.865807,11368, 44302,4046813,Corona,"(40.741499, -73.865807)"
2839 WEST   15 STREET,BROOKLYN,13 BROOKLYN,Precinct 60,47,3070230063,10/29/2021,Open,Graffiti Reported,,989002,149928,40.578193,-73.982893,11224, 348  ,3321754,Seagate-Coney Island,"(40.578193, -73.982893)"
3046 AVENUE X,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074270001,09/29/2021,Open,Site downloaded for cleaning,,1002092,155817,40.594335,-73.935820,11235, 626  ,3203632,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.594335, -73.93582)"
134 EAST   36 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,04,1008910071,01/04/2022,Open,Graffiti Reported,,990088,211698,40.747773,-73.979021,10016,  80  ,1018925,Murray Hill-Kips Bay,"(40.747773, -73.979021)"
22-76 41 STREET,QUEENS,01 QUEENS,Precinct 114,22,4007950064,07/28/2021,Open,Site downloaded for cleaning,,1010054,220230,40.771119,-73.906840,11105, 119  ,4015407,Steinway,"(40.771119, -73.90684)"
1145 NOSTRAND AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3048010003,09/24/2021,Open,Graffiti Reported,,997982,179608,40.659649,-73.950506,11225, 804  ,3106901,Prospect Lefferts Gardens-Wingate,"(40.659649, -73.950506)"
592 BAY STREET,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5005210001,12/02/2021,Open,Site downloaded for cleaning,,963140,167840,40.627334,-74.076049,10304,  21  ,5013659,Stapleton-Rosebank,"(40.627334, -74.076049)"
106-50 SUTPHIN BOULEVARD,QUEENS,12 QUEENS,Precinct 103,28,4100880024,08/16/2021,Open,Graffiti Reported,,1039189,192318,40.694375,-73.801882,11435, 198  ,4215546,South Jamaica,"(40.694375, -73.801882)"
307 GRAND STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1003070022,06/18/2021,Open,Site downloaded for cleaning,,986562,200674,40.717480,-73.991660,10002,  16  ,1003984,Chinatown,"(40.71748, -73.99166)"
52-23 103 STREET,QUEENS,04 QUEENS,Precinct 110,21,4019430115,10/18/2021,Open,Graffiti Reported,,1023676,209413,40.741379,-73.857724,11368, 439  ,4047845,Corona,"(40.741379, -73.857724)"
5617 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008390003,08/18/2021,Open,Graffiti Reported,,979750,173523,40.642956,-74.016215,11220,  74  ,3015309,Sunset Park West,"(40.642956, -74.016215)"
12 BAY   25 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063750038,12/07/2021,Open,Property Research Required,,984823,159245,40.603767,-73.997936,11214, 288  ,3166902,Bensonhurst West,"(40.603767, -73.997936)"
6402 BAY PARKWAY,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055500032,11/03/2021,Open,Site downloaded for cleaning,,989548,163102,40.614352,-73.980918,11204, 254  ,3133699,Bensonhurst West,"(40.614352, -73.980918)"
4514 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007500043,09/14/2021,Open,Site downloaded for cleaning,,983986,173824,40.643784,-74.000951,11220,  94  ,3011738,Sunset Park East,"(40.643784, -74.000951)"
112 EAST   98 STREET,BROOKLYN,17 BROOKLYN,Precinct 67,41,3046160025,07/20/2021,Open,Site downloaded for cleaning,,1005878,181267,40.664187,-73.922042,11212, 892  ,3327576,Brownsville,"(40.664187, -73.922042)"
2117 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063470071,09/20/2021,Open,Site downloaded for cleaning,,985465,158974,40.603023,-73.995625,11214, 290  ,3165907,Bensonhurst West,"(40.603023, -73.995625)"
895 DEKALB AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017770046,11/16/2021,Open,Site downloaded for cleaning,,1000645,191610,40.692587,-73.940879,11221, 281  ,3251408,Stuyvesant Heights,"(40.692587, -73.940879)"
34-44 JUNCTION BOULEVARD,QUEENS,03 QUEENS,Precinct 115,21,4014550070,05/25/2021,Open,Site downloaded for cleaning,,1019688,213961,40.753879,-73.872091,11372, 273  ,4035809,Jackson Heights,"(40.753879, -73.872091)"
329 2 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,02,1009000027,11/08/2021,Open,Site downloaded for cleaning,,989059,207249,40.735526,-73.982647,10003,  64  ,1019603,Gramercy,"(40.735526, -73.982647)"
1511 WEST   10 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065970001,12/10/2021,Open,Property Research Required,,988736,161390,40.609654,-73.983843,11204, 430  ,3174145,Bensonhurst East,"(40.609654, -73.983843)"
5510 BROADWAY,BRONX,08 BRONX,Precinct 50,11,2032660021,09/05/2021,Open,Graffiti Reported,,1010226,258876,40.877191,-73.906069,10463, 283  ,2127025,Spuyten Duyvil-Kingsbridge,"(40.877191, -73.906069)"
7023 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3061720001,11/30/2021,Open,Graffiti Reported,,986125,163732,40.616083,-73.993246,11204, 260  ,3157313,Bensonhurst West,"(40.616083, -73.993246)"
828 NOSTRAND AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3012610034,09/23/2021,Open,Site downloaded for cleaning,,997987,183443,40.670307,-73.950469,11216, 31702,3032633,Crown Heights North,"(40.670307, -73.950469)"
161 AVENUE U,BROOKLYN,11 BROOKLYN,Precinct 62,47,3070990047,10/29/2021,Open,Site downloaded for cleaning,,990296,156574,40.596434,-73.978229,11223, 400  ,3191154,Bensonhurst East,"(40.596434, -73.978229)"
1425 64 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,38,3057410030,09/24/2021,Open,Graffiti Reported,,984782,166942,40.624894,-73.998084,11219, 194  ,3396563,Dyker Heights,"(40.624894, -73.998084)"
4110 AVENUE D,BROOKLYN,17 BROOKLYN,Precinct 67,45,3049750004,10/04/2021,Open,Graffiti Reported,,1001513,173037,40.641607,-73.937796,11203, 834  ,3112745,East Flatbush-Farragut,"(40.641607, -73.937796)"
618 MIDWOOD STREET,BROOKLYN,09 BROOKLYN,Precinct 71,41,3048040035,10/20/2021,Open,Graffiti Reported,,1001218,180043,40.660750,-73.940244,11203, 810  ,3107060,Prospect Lefferts Gardens-Wingate,"(40.66075, -73.940244)"
125 BEACH  124 STREET,QUEENS,14 QUEENS,Precinct 100,32,4162340044,09/01/2021,Open,Graffiti Reported,,1027853,149209,40.576113,-73.843039,11694, 93401,4305046,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.576113, -73.843039)"
1 EAST  198 STREET,BRONX,07 BRONX,Precinct 52,14,2033190029,06/25/2021,Open,Site downloaded for cleaning,,1013874,256734,40.871301,-73.892887,10468, 40701,2017587,Van Cortlandt Village,"(40.871301, -73.892887)"
226 WEST BROADWAY,MANHATTAN,01 MANHATTAN,Precinct 1,01,1001890042,08/26/2021,Open,Graffiti Reported,,982517,201344,40.719320,-74.006252,10013,  33  ,1002153,SoHo-TriBeCa-Civic Center-Little Italy,"(40.71932, -74.006252)"
118 FLUSHING AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3020320022,10/12/2021,Open,Graffiti Reported,,991920,193540,40.697896,-73.972339,11205, 211  ,3335226,Fort Greene,"(40.697896, -73.972339)"
133 ROCKAWAY AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,37,3015520007,07/06/2021,Open,Site downloaded for cleaning,,1009005,186362,40.678163,-73.910751,11233, 369  ,3042231,Ocean Hill,"(40.678163, -73.910751)"
4936 KINGS HIGHWAY,BROOKLYN,18 BROOKLYN,Precinct 63,45,3077330070,08/25/2021,Open,Graffiti Reported,,1003958,170128,40.633617,-73.928995,11234, 724  ,3213516,Flatlands,"(40.633617, -73.928995)"
229-20 MERRICK BOULEVARD,QUEENS,13 QUEENS,Precinct 105,31,4131560035,10/06/2021,Open,Graffiti Reported,,1056072,185780,40.676309,-73.741069,11413, 632  ,4282576,Laurelton,"(40.676309, -73.741069)"
215-32 HILLSIDE AVENUE,QUEENS,13 QUEENS,Precinct 105,23,4106750016,06/13/2021,Open,Graffiti Reported,,1053803,204339,40.727267,-73.749057,11427, 552  ,4228790,Queens Village,"(40.727267, -73.749057)"
106 THOMPSON STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1005020010,12/01/2021,Open,Graffiti Reported,,983690,203629,40.725592,-74.002020,10012,  49  ,1007727,SoHo-TriBeCa-Civic Center-Little Italy,"(40.725592, -74.00202)"
2013 78 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3062510074,09/15/2021,Open,Graffiti Reported,,986185,161084,40.608815,-73.993031,11214, 272  ,3161626,Bensonhurst West,"(40.608815, -73.993031)"
2565 ATLANTIC AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3036670001,12/03/2021,Open,Site downloaded for cleaning,,1012104,185437,40.675615,-73.899583,11207,1198  ,3083243,East New York,"(40.675615, -73.899583)"
145 WEST   28 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,03,1008040011,08/12/2021,Open,Site downloaded for cleaning,,986514,211284,40.746602,-73.991829,10001,  95  ,1015100,Midtown-Midtown South,"(40.746602, -73.991829)"
295 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,17,2023310066,09/07/2021,Open,Graffiti Reported,,1006000,236960,40.817050,-73.921422,10451,  65  ,2000944,Melrose South-Mott Haven North,"(40.81705, -73.921422)"
173-19 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4098090043,10/26/2021,Open,Site downloaded for cleaning,,1043461,197260,40.707912,-73.786433,11432, 462  ,4209866,Jamaica,"(40.707912, -73.786433)"
101-23 44 AVENUE,QUEENS,04 QUEENS,Precinct 110,21,4016190028,08/09/2021,Open,Graffiti Reported,,1022044,211175,40.746223,-73.863603,11368, 407  ,4040537,North Corona,"(40.746223, -73.863603)"
4519 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007500002,07/29/2021,Open,Site downloaded for cleaning,,983375,174299,40.645087,-74.003153,11220,  94  ,3011709,Sunset Park East,"(40.645087, -74.003153)"
473 45 ST,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,08/05/2021,Open,Property Research Required,,,,40.648356,-74.008133,11220,  80  ,,Sunset Park West,"(40.648356, -74.008133)"
60 EAST    4 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004590016,11/09/2021,Open,Site downloaded for cleaning,,986815,204048,40.726741,-73.990746,10003,  38  ,1077963,East Village,"(40.726741, -73.990746)"
128-13 ROCKAWAY BOULEVARD,QUEENS,10 QUEENS,Precinct 106,28,4116930001,09/27/2021,Open,Site downloaded for cleaning,,1037068,185291,40.675100,-73.809585,11420, 180  ,4438885,South Ozone Park,"(40.6751, -73.809585)"
34 MALCOLM X BOULEVARD,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016030043,11/16/2021,Open,Site downloaded for cleaning,,1003357,191809,40.693128,-73.931099,11221, 289  ,3043281,Stuyvesant Heights,"(40.693128, -73.931099)"
29-21 ASTORIA BOULEVARD,QUEENS,01 QUEENS,Precinct 114,22,4008380115,11/12/2021,Open,Graffiti Reported,,1006591,219968,40.770410,-73.919343,11102,  69  ,4017400,Old Astoria,"(40.77041, -73.919343)"
9617 CHURCH AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,42,3046930003,09/29/2021,Open,Site downloaded for cleaning,,1007765,178229,40.655843,-73.915250,11212, 890  ,3102671,Rugby-Remsen Village,"(40.655843, -73.91525)"
167 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026520033,11/06/2021,Open,Site downloaded for cleaning,,999086,203494,40.725209,-73.946474,11222, 571  ,3066333,Greenpoint,"(40.725209, -73.946474)"
2814 AVENUE D,BROOKLYN,17 BROOKLYN,Precinct 67,45,3052150006,08/11/2021,Open,Graffiti Reported,,998075,172753,40.640833,-73.950185,11226, 828  ,3120478,Erasmus,"(40.640833, -73.950185)"
214 GREEN STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025237503,07/26/2021,Open,Site downloaded for cleaning,,997299,206666,40.733918,-73.952915,11222, 575  ,3064193,Greenpoint,"(40.733918, -73.952915)"
609 GREENWICH STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006010047,06/28/2021,Open,Graffiti Reported,,981952,205231,40.729988,-74.008291,10014,  69  ,1010393,West Village,"(40.729988, -74.008291)"
2356 GRAND CONCOURSE,BRONX,05 BRONX,Precinct 46,15,2031590040,12/20/2021,Open,Site to be cleaned.,,1012168,252211,40.858892,-73.899075,10458, 38301,2013737,Fordham South,"(40.858892, -73.899075)"
